idTransactional,dataTransactional,value,statusGateway
TRX-023969,2026-09-03,1822.93,APPROVED
TRX-017626,2026-08-19,254.48,APPROVED
TRX-024294,2026-08-13,105.43,APPROVED
TRX-016244,2026-09-03,1552.16,APPROVED
TRX-024239,2026-08-25,1607.32,APPROVED
TRX-002800,2026-08-14,1228.76,APPROVED
TRX-022452,2026-09-01,1980.06,APPROVED
TRX-035629,2026-09-03,1646.06,APPROVED
TRX-033930,2026-08-22,888.56,APPROVED
TRX-042624,2026-08-28,523.17,APPROVED
TRX-007409,2026-08-10,1198.42,APPROVED
TRX-000179,2026-08-30,1925.44,APPROVED
TRX-023960,2026-08-17,61.01,APPROVED
TRX-025060,2026-08-19,259.46,APPROVED
TRX-043736,2026-08-08,1119.97,REFUNDED
TRX-035397,2026-08-22,872.57,APPROVED
TRX-009894,2026-08-26,1650.24,APPROVED
TRX-029395,2026-08-20,1959.25,APPROVED
TRX-020357,2026-09-03,1938.38,APPROVED
TRX-037614,2026-08-29,1860.32,APPROVED
TRX-017418,2026-08-08,1021.21,APPROVED
TRX-010661,2026-08-20,1439.55,APPROVED
TRX-010284,2026-09-06,1221.77,APPROVED
TRX-037243,2026-08-19,561.79,APPROVED
TRX-028456,2026-09-04,1316.61,APPROVED
TRX-013369,2026-08-12,276.91,APPROVED
TRX-014041,2026-08-12,822.62,APPROVED
TRX-000436,2026-08-14,1136.20,APPROVED
TRX-043790,2026-09-04,734.87,DECLINED
TRX-031528,2026-09-06,632.79,APPROVED
TRX-003264,2026-08-17,745.58,APPROVED
TRX-032707,2026-08-30,428.49,APPROVED
TRX-034625,2026-08-31,1560.13,APPROVED
TRX-013611,2026-08-31,1988.95,APPROVED
TRX-009578,2026-08-21,1503.80,APPROVED
TRX-027688,2026-08-22,1440.66,APPROVED
TRX-022547,2026-09-05,1097.10,APPROVED
TRX-006248,2026-09-06,742.48,APPROVED
TRX-021137,2026-09-06,1049.76,APPROVED
TRX-028527,2026-08-09,246.48,APPROVED
TRX-012328,2026-08-20,24.57,APPROVED
TRX-034295,2026-08-18,1092.85,APPROVED
TRX-044437,2026-08-16,1260.23,CHARGEBACK
TRX-012890,2026-09-04,210.54,APPROVED
TRX-037466,2026-08-20,907.13,APPROVED
TRX-041522,2026-09-01,954.57,APPROVED
TRX-014765,2026-08-31,1040.58,APPROVED
TRX-030609,2026-09-05,1127.31,APPROVED
TRX-002989,2026-08-30,1378.81,APPROVED
TRX-021673,2026-08-25,1428.75,APPROVED
TRX-011183,2026-09-03,280.01,APPROVED
TRX-029014,2026-08-10,1552.94,APPROVED
TRX-025821,2026-08-27,206.02,APPROVED
TRX-006821,2026-08-31,1832.77,APPROVED
TRX-002050,2026-09-06,347.27,APPROVED
TRX-013723,2026-08-23,968.15,APPROVED
TRX-007711,2026-08-23,967.62,APPROVED
TRX-016478,2026-08-31,239.13,APPROVED
TRX-016353,2026-08-08,1641.64,APPROVED
TRX-024269,2026-08-21,699.03,APPROVED
TRX-007222,2026-08-30,202.74,APPROVED
TRX-033530,2026-08-25,987.74,APPROVED
TRX-002305,2026-09-06,317.88,APPROVED
TRX-020867,2026-08-15,1887.46,APPROVED
TRX-021369,2026-08-20,335.43,APPROVED
TRX-028092,2026-08-13,358.45,APPROVED
TRX-014856,2026-08-09,1606.41,APPROVED
TRX-012927,2026-08-10,1331.74,APPROVED
TRX-011242,2026-08-21,1492.44,APPROVED
TRX-041249,2026-08-30,174.68,APPROVED
TRX-039389,2026-08-10,1428.05,APPROVED
TRX-018261,2026-08-27,1538.41,APPROVED
TRX-019153,2026-08-26,1720.76,APPROVED
TRX-034704,2026-08-27,383.56,APPROVED
TRX-006536,2026-09-05,72.09,APPROVED
TRX-007168,2026-08-12,712.82,APPROVED
TRX-007542,2026-09-04,1300.09,APPROVED
TRX-045115,2026-09-06,983.75,CANCELLED
TRX-013982,2026-08-27,520.77,APPROVED
TRX-007874,2026-09-01,1472.50,APPROVED
TRX-028704,2026-09-02,354.41,APPROVED
TRX-045873,2026-08-09,814.79,CANCELLED
TRX-045676,2026-08-27,314.74,CANCELLED
TRX-022073,2026-08-21,1897.78,APPROVED
TRX-034339,2026-09-05,1838.09,APPROVED
TRX-039578,2026-08-15,701.81,APPROVED
TRX-028552,2026-09-03,1356.34,APPROVED
TRX-003187,2026-08-10,1899.85,APPROVED
TRX-004001,2026-08-11,526.11,APPROVED
TRX-013764,2026-08-24,351.81,APPROVED
TRX-037423,2026-09-02,43.71,APPROVED
TRX-023291,2026-08-12,72.26,APPROVED
TRX-039084,2026-08-18,626.49,APPROVED
TRX-022475,2026-08-30,170.42,APPROVED
TRX-027728,2026-08-16,1427.07,APPROVED
TRX-019339,2026-08-09,721.92,APPROVED
TRX-039731,2026-09-06,1985.31,APPROVED
TRX-019556,2026-08-26,497.50,APPROVED
TRX-031953,2026-08-16,284.63,APPROVED
TRX-018564,2026-08-10,1891.41,APPROVED
TRX-044010,2026-08-26,321.20,DECLINED
TRX-028088,2026-08-23,845.19,APPROVED
TRX-029838,2026-09-04,555.53,APPROVED
TRX-036466,2026-08-31,1439.92,APPROVED
TRX-034702,2026-08-10,1005.04,APPROVED
TRX-002067,2026-08-17,1154.04,APPROVED
TRX-020082,2026-08-13,700.76,APPROVED
TRX-034578,2026-08-13,201.45,APPROVED
TRX-010736,2026-08-29,432.71,APPROVED
TRX-025078,2026-08-23,728.98,APPROVED
TRX-022108,2026-08-19,478.19,APPROVED
TRX-025480,2026-08-24,232.49,APPROVED
TRX-041703,2026-08-19,1293.15,APPROVED
TRX-009249,2026-08-28,333.39,APPROVED
TRX-022300,2026-08-28,752.52,APPROVED
TRX-044478,2026-08-26,1390.33,DECLINED
TRX-009317,2026-08-20,271.74,APPROVED
TRX-014398,2026-09-03,513.23,APPROVED
TRX-033370,2026-08-08,1176.86,APPROVED
TRX-043239,2026-08-20,248.35,REFUNDED
TRX-036692,2026-08-17,1822.49,APPROVED
TRX-007133,2026-08-19,1734.72,APPROVED
TRX-005884,2026-09-03,1078.09,APPROVED
TRX-016781,2026-08-08,432.71,APPROVED
TRX-010368,2026-08-15,1728.76,APPROVED
TRX-009460,2026-08-13,187.97,APPROVED
TRX-014304,2026-08-10,905.24,APPROVED
TRX-006942,2026-08-20,1916.97,APPROVED
TRX-033144,2026-08-22,1178.74,APPROVED
TRX-027667,2026-08-27,1005.80,APPROVED
TRX-009268,2026-08-24,585.06,APPROVED
TRX-040526,2026-08-13,1314.34,APPROVED
TRX-020215,2026-08-21,1460.50,APPROVED
TRX-015444,2026-08-30,281.10,APPROVED
TRX-010611,2026-09-05,1917.57,APPROVED
TRX-009631,2026-08-10,1467.81,APPROVED
TRX-013933,2026-08-18,1992.20,APPROVED
TRX-037895,2026-08-26,1417.61,APPROVED
TRX-041502,2026-08-15,1362.74,APPROVED
TRX-001407,2026-08-22,717.93,APPROVED
TRX-019030,2026-08-23,218.61,APPROVED
TRX-025597,2026-08-14,216.03,APPROVED
TRX-033346,2026-08-13,1036.31,APPROVED
TRX-009509,2026-09-06,830.30,APPROVED
TRX-030592,2026-08-27,469.51,APPROVED
TRX-030255,2026-08-20,1756.21,APPROVED
TRX-009835,2026-09-01,1606.27,APPROVED
TRX-024858,2026-08-09,1889.73,APPROVED
TRX-025186,2026-09-03,1350.81,APPROVED
TRX-028961,2026-08-10,287.52,APPROVED
TRX-012687,2026-08-19,1823.53,APPROVED
TRX-016971,2026-08-28,905.20,APPROVED
TRX-019324,2026-08-10,1152.18,APPROVED
TRX-034316,2026-08-14,1574.77,APPROVED
TRX-035943,2026-08-24,1176.79,APPROVED
TRX-004156,2026-08-22,1892.97,APPROVED
TRX-045701,2026-08-09,365.14,CANCELLED
TRX-008721,2026-08-10,1149.65,APPROVED
TRX-029107,2026-09-02,1951.51,APPROVED
TRX-031784,2026-08-12,1523.93,APPROVED
TRX-035036,2026-09-05,1090.97,APPROVED
TRX-026925,2026-08-23,817.11,APPROVED
TRX-045156,2026-08-15,249.43,CANCELLED
TRX-011621,2026-08-12,1755.90,APPROVED
TRX-043685,2026-08-16,804.03,CHARGEBACK
TRX-037577,2026-09-02,1919.64,APPROVED
TRX-032214,2026-08-24,831.42,APPROVED
TRX-005754,2026-08-26,856.34,APPROVED
TRX-022226,2026-08-18,824.93,APPROVED
TRX-019314,2026-08-10,1987.06,APPROVED
TRX-014742,2026-08-16,1052.29,APPROVED
TRX-017890,2026-08-28,1455.90,APPROVED
TRX-032826,2026-08-13,53.60,APPROVED
TRX-043944,2026-09-01,185.11,CHARGEBACK
TRX-004780,2026-08-24,1327.15,APPROVED
TRX-040171,2026-08-15,459.46,APPROVED
TRX-026486,2026-08-29,1731.82,APPROVED
TRX-002340,2026-08-28,1555.78,APPROVED
TRX-000401,2026-08-29,572.85,APPROVED
TRX-028870,2026-08-29,481.98,APPROVED
TRX-032758,2026-08-24,872.59,APPROVED
TRX-035243,2026-08-26,1583.43,APPROVED
TRX-001908,2026-09-01,1671.15,APPROVED
TRX-035254,2026-08-27,1178.12,APPROVED
TRX-017047,2026-08-24,14.18,APPROVED
TRX-031138,2026-08-28,1774.93,APPROVED
TRX-038042,2026-08-15,168.00,APPROVED
TRX-012828,2026-08-24,956.98,APPROVED
TRX-013139,2026-08-22,537.15,APPROVED
TRX-018982,2026-08-14,387.06,APPROVED
TRX-043371,2026-08-30,133.33,DECLINED
TRX-021829,2026-09-07,281.89,APPROVED
TRX-006755,2026-09-05,406.39,APPROVED
TRX-040192,2026-09-01,808.43,APPROVED
TRX-023054,2026-09-01,1725.88,APPROVED
TRX-045334,2026-09-03,660.14,CANCELLED
TRX-020191,2026-09-06,25.72,APPROVED
TRX-025246,2026-08-12,617.69,APPROVED
TRX-044201,2026-08-10,1108.27,CHARGEBACK
TRX-010426,2026-08-17,716.17,APPROVED
TRX-021864,2026-08-11,1253.27,APPROVED
TRX-012425,2026-08-14,1294.97,APPROVED
TRX-007214,2026-08-17,1129.25,APPROVED
TRX-041007,2026-08-19,524.24,APPROVED
TRX-025647,2026-09-02,1852.79,APPROVED
TRX-007203,2026-09-03,394.90,APPROVED
TRX-010143,2026-08-08,937.61,APPROVED
TRX-035856,2026-08-23,1763.50,APPROVED
TRX-028231,2026-08-24,1439.77,APPROVED
TRX-033196,2026-08-18,179.47,APPROVED
TRX-000473,2026-09-03,684.04,APPROVED
TRX-033014,2026-08-25,904.86,APPROVED
TRX-023271,2026-08-27,784.04,APPROVED
TRX-025903,2026-08-27,835.77,APPROVED
TRX-019296,2026-09-05,292.43,APPROVED
TRX-019080,2026-08-08,1396.95,APPROVED
TRX-043608,2026-08-28,697.67,REFUNDED
TRX-010089,2026-08-31,1770.63,APPROVED
TRX-006349,2026-08-19,1741.62,APPROVED
TRX-024939,2026-08-10,133.85,APPROVED
TRX-019459,2026-08-08,1238.67,APPROVED
TRX-005454,2026-08-26,1177.77,APPROVED
TRX-021562,2026-08-10,1005.20,APPROVED
TRX-024213,2026-08-12,1666.02,APPROVED
TRX-035460,2026-08-20,181.67,APPROVED
TRX-025038,2026-08-09,163.92,APPROVED
TRX-032546,2026-09-02,1143.28,APPROVED
TRX-010671,2026-08-13,822.69,APPROVED
TRX-020075,2026-09-03,134.84,APPROVED
TRX-040996,2026-08-31,755.25,APPROVED
TRX-032371,2026-09-06,1706.84,APPROVED
TRX-018555,2026-08-21,1898.44,APPROVED
TRX-032082,2026-08-17,1817.60,APPROVED
TRX-026533,2026-08-26,955.07,APPROVED
TRX-005824,2026-09-02,1735.81,APPROVED
TRX-034653,2026-08-25,1474.30,APPROVED
TRX-016077,2026-08-25,117.14,APPROVED
TRX-032433,2026-08-29,931.79,APPROVED
TRX-012461,2026-08-31,1497.24,APPROVED
TRX-019096,2026-08-08,547.90,APPROVED
TRX-027934,2026-09-03,1936.45,APPROVED
TRX-020059,2026-08-16,897.69,APPROVED
TRX-023742,2026-08-20,271.02,APPROVED
TRX-016884,2026-09-01,1286.61,APPROVED
TRX-043147,2026-09-03,1091.29,REFUNDED
TRX-001875,2026-08-14,1952.69,APPROVED
TRX-038719,2026-08-26,1125.48,APPROVED
TRX-029546,2026-08-20,776.67,APPROVED
TRX-033201,2026-08-24,1509.86,APPROVED
TRX-037612,2026-08-15,256.17,APPROVED
TRX-039610,2026-08-27,1795.84,APPROVED
TRX-027915,2026-09-05,1743.01,APPROVED
TRX-015027,2026-09-03,910.71,APPROVED
TRX-006795,2026-08-17,752.19,APPROVED
TRX-018015,2026-08-15,1832.73,APPROVED
TRX-007320,2026-08-30,15.56,APPROVED
TRX-017845,2026-08-09,1352.11,APPROVED
TRX-011274,2026-08-17,783.31,APPROVED
TRX-034223,2026-08-11,1763.15,APPROVED
TRX-034118,2026-08-29,50.62,APPROVED
TRX-041061,2026-09-06,260.46,APPROVED
TRX-001666,2026-08-13,651.20,APPROVED
TRX-014158,2026-08-21,1028.24,APPROVED
TRX-020259,2026-08-30,601.11,APPROVED
TRX-035180,2026-08-23,205.36,APPROVED
TRX-022532,2026-08-11,1522.46,APPROVED
TRX-030276,2026-08-16,204.55,APPROVED
TRX-029233,2026-08-22,380.91,APPROVED
TRX-008688,2026-08-28,487.80,APPROVED
TRX-007050,2026-08-25,1346.90,APPROVED
TRX-033261,2026-08-11,1036.17,APPROVED
TRX-015365,2026-08-12,1360.00,APPROVED
TRX-010849,2026-08-22,114.08,APPROVED
TRX-027026,2026-08-29,210.83,APPROVED
TRX-034008,2026-08-09,131.47,APPROVED
TRX-041586,2026-08-08,364.54,APPROVED
TRX-025344,2026-08-25,1262.65,APPROVED
TRX-041176,2026-08-28,1359.87,APPROVED
TRX-025172,2026-09-06,666.40,APPROVED
TRX-045744,2026-08-27,449.95,CANCELLED
TRX-013917,2026-08-30,1469.92,APPROVED
TRX-032974,2026-08-29,367.93,APPROVED
TRX-010431,2026-08-11,1942.09,APPROVED
TRX-000341,2026-09-02,1324.25,APPROVED
TRX-003997,2026-08-09,372.15,APPROVED
TRX-013898,2026-08-26,1155.01,APPROVED
TRX-019603,2026-08-22,901.67,APPROVED
TRX-006339,2026-08-10,540.68,APPROVED
TRX-008355,2026-09-06,154.57,APPROVED
TRX-005292,2026-09-06,496.78,APPROVED
TRX-027544,2026-08-16,1545.02,APPROVED
TRX-031498,2026-08-31,707.57,APPROVED
TRX-005353,2026-09-04,533.25,APPROVED
TRX-039776,2026-08-28,884.77,APPROVED
TRX-023778,2026-08-23,1711.47,APPROVED
TRX-026549,2026-09-06,1714.83,APPROVED
TRX-040690,2026-08-23,218.01,APPROVED
TRX-008828,2026-08-19,1021.63,APPROVED
TRX-000163,2026-08-16,59.32,APPROVED
TRX-038968,2026-08-11,1161.18,APPROVED
TRX-043352,2026-08-26,1441.82,DECLINED
TRX-017176,2026-08-31,1779.00,APPROVED
TRX-036485,2026-09-02,967.36,APPROVED
TRX-031135,2026-08-31,1425.76,APPROVED
TRX-003567,2026-09-05,64.07,APPROVED
TRX-021338,2026-08-18,1114.98,APPROVED
TRX-017228,2026-08-17,419.49,APPROVED
TRX-020151,2026-09-02,509.72,APPROVED
TRX-036896,2026-08-19,676.35,APPROVED
TRX-041328,2026-08-30,469.42,APPROVED
TRX-038275,2026-09-02,1645.07,APPROVED
TRX-040578,2026-08-10,1120.65,APPROVED
TRX-012049,2026-08-30,1666.19,APPROVED
TRX-005167,2026-08-23,585.69,APPROVED
TRX-010310,2026-09-01,946.75,APPROVED
TRX-026426,2026-08-30,1081.09,APPROVED
TRX-018187,2026-08-15,1044.44,APPROVED
TRX-028381,2026-08-22,441.38,APPROVED
TRX-026372,2026-08-21,1544.60,APPROVED
TRX-012192,2026-08-30,1846.93,APPROVED
TRX-034848,2026-08-20,1303.72,APPROVED
TRX-015831,2026-08-16,561.04,APPROVED
TRX-010954,2026-09-01,634.78,APPROVED
TRX-033292,2026-09-01,362.37,APPROVED
TRX-043485,2026-08-31,1196.31,CHARGEBACK
TRX-009031,2026-08-11,637.23,APPROVED
TRX-038412,2026-08-31,1430.54,APPROVED
TRX-015571,2026-08-14,286.82,APPROVED
TRX-026704,2026-08-20,1188.25,APPROVED
TRX-003545,2026-08-16,1594.36,APPROVED
TRX-034266,2026-09-06,707.82,APPROVED
TRX-003925,2026-08-18,1814.20,APPROVED
TRX-019410,2026-08-16,1661.80,APPROVED
TRX-002816,2026-08-21,1524.65,APPROVED
TRX-030469,2026-08-28,291.59,APPROVED
TRX-019624,2026-09-03,1108.33,APPROVED
TRX-022065,2026-09-01,1572.44,APPROVED
TRX-014366,2026-08-09,1866.73,APPROVED
TRX-024698,2026-08-29,1107.21,APPROVED
TRX-013736,2026-08-15,984.51,APPROVED
TRX-037943,2026-08-13,1805.55,APPROVED
TRX-029800,2026-08-19,1323.41,APPROVED
TRX-004488,2026-08-30,74.41,APPROVED
TRX-003350,2026-08-22,1684.66,APPROVED
TRX-037056,2026-09-04,793.81,APPROVED
TRX-019550,2026-08-28,1406.11,APPROVED
TRX-010775,2026-08-26,497.77,APPROVED
TRX-010663,2026-08-11,430.61,APPROVED
TRX-015914,2026-09-02,1609.20,APPROVED
TRX-019919,2026-08-10,340.23,APPROVED
TRX-026419,2026-08-22,1310.44,APPROVED
TRX-040346,2026-08-23,514.04,APPROVED
TRX-036405,2026-08-19,619.40,APPROVED
TRX-037131,2026-09-02,1387.22,APPROVED
TRX-022619,2026-08-28,1189.85,APPROVED
TRX-026900,2026-08-23,1504.91,APPROVED
TRX-015590,2026-08-14,749.96,APPROVED
TRX-015379,2026-08-20,1993.07,APPROVED
TRX-023444,2026-08-27,1489.93,APPROVED
TRX-030365,2026-09-01,413.54,APPROVED
TRX-041444,2026-09-04,333.99,APPROVED
TRX-040296,2026-08-30,168.62,APPROVED
TRX-040379,2026-08-30,1035.28,APPROVED
TRX-043295,2026-08-15,1384.61,CHARGEBACK
TRX-034824,2026-08-27,1655.62,APPROVED
TRX-000045,2026-09-05,190.91,APPROVED
TRX-016506,2026-08-18,880.99,APPROVED
TRX-044867,2026-09-02,597.87,CHARGEBACK
TRX-028131,2026-08-12,1103.41,APPROVED
TRX-045305,2026-08-22,106.41,CANCELLED
TRX-019001,2026-08-12,724.20,APPROVED
TRX-035841,2026-09-03,670.17,APPROVED
TRX-027046,2026-08-27,1429.88,APPROVED
TRX-007372,2026-08-13,1155.66,APPROVED
TRX-039540,2026-08-25,1214.87,APPROVED
TRX-016921,2026-08-10,589.51,APPROVED
TRX-000251,2026-09-06,1248.29,APPROVED
TRX-023199,2026-08-12,1352.83,APPROVED
TRX-029590,2026-08-30,1095.75,APPROVED
TRX-000031,2026-08-18,1979.15,APPROVED
TRX-012392,2026-08-15,19.02,APPROVED
TRX-010726,2026-08-23,339.02,APPROVED
TRX-003108,2026-09-03,980.04,APPROVED
TRX-037111,2026-08-27,1105.90,APPROVED
TRX-001853,2026-08-27,670.45,APPROVED
TRX-021763,2026-08-26,1361.63,APPROVED
TRX-020845,2026-08-14,542.82,APPROVED
TRX-008189,2026-08-29,358.07,APPROVED
TRX-014360,2026-08-11,735.45,APPROVED
TRX-005299,2026-08-13,671.55,APPROVED
TRX-008334,2026-08-18,35.95,APPROVED
TRX-009353,2026-08-17,648.76,APPROVED
TRX-043284,2026-08-26,123.37,DECLINED
TRX-019758,2026-09-05,1966.08,APPROVED
TRX-009744,2026-08-08,452.32,APPROVED
TRX-031022,2026-08-16,1551.69,APPROVED
TRX-018076,2026-08-08,55.17,APPROVED
TRX-026567,2026-09-04,1806.27,APPROVED
TRX-001345,2026-08-30,1616.14,APPROVED
TRX-040886,2026-08-24,71.28,APPROVED
TRX-034753,2026-08-18,475.09,APPROVED
TRX-001226,2026-08-27,1648.33,APPROVED
TRX-026371,2026-08-21,1818.05,APPROVED
TRX-007318,2026-08-25,90.36,APPROVED
TRX-031088,2026-08-11,26.23,APPROVED
TRX-045469,2026-08-24,207.53,CANCELLED
TRX-040746,2026-08-20,495.70,APPROVED
TRX-017714,2026-08-27,1148.75,APPROVED
TRX-020581,2026-08-19,664.58,APPROVED
TRX-040809,2026-09-05,639.04,APPROVED
TRX-043587,2026-08-27,774.05,DECLINED
TRX-035063,2026-08-28,1860.08,APPROVED
TRX-020520,2026-08-26,204.45,APPROVED
TRX-020242,2026-09-01,1195.72,APPROVED
TRX-027504,2026-08-22,806.10,APPROVED
TRX-015428,2026-08-12,693.16,APPROVED
TRX-042070,2026-08-19,493.70,APPROVED
TRX-025581,2026-08-17,805.96,APPROVED
TRX-036313,2026-08-25,909.21,APPROVED
TRX-013888,2026-08-14,106.79,APPROVED
TRX-044111,2026-09-02,924.40,DECLINED
TRX-021417,2026-08-16,227.14,APPROVED
TRX-027745,2026-08-11,456.75,APPROVED
TRX-035366,2026-08-21,96.93,APPROVED
TRX-032278,2026-08-21,395.58,APPROVED
TRX-031195,2026-08-18,1624.69,APPROVED
TRX-042731,2026-09-06,1028.25,APPROVED
TRX-001800,2026-08-10,1426.63,APPROVED
TRX-019646,2026-09-02,1004.29,APPROVED
TRX-010272,2026-08-24,558.86,APPROVED
TRX-038816,2026-08-14,1166.08,APPROVED
TRX-036579,2026-09-04,967.71,APPROVED
TRX-039359,2026-08-18,1744.76,APPROVED
TRX-004801,2026-08-16,1196.66,APPROVED
TRX-036800,2026-08-13,1341.25,APPROVED
TRX-006931,2026-08-27,1089.00,APPROVED
TRX-010185,2026-08-14,1892.07,APPROVED
TRX-043577,2026-08-09,444.67,CHARGEBACK
TRX-025054,2026-08-28,1545.54,APPROVED
TRX-009299,2026-08-20,812.56,APPROVED
TRX-004096,2026-08-08,1698.55,APPROVED
TRX-040102,2026-08-24,874.32,APPROVED
TRX-033387,2026-08-10,256.15,APPROVED
TRX-017556,2026-09-06,881.33,APPROVED
TRX-014860,2026-09-01,1193.78,APPROVED
TRX-008559,2026-08-21,1530.97,APPROVED
TRX-030895,2026-08-09,1955.45,APPROVED
TRX-031777,2026-08-31,1899.84,APPROVED
TRX-008449,2026-08-16,1569.51,APPROVED
TRX-045412,2026-08-19,991.41,CANCELLED
TRX-018219,2026-08-19,896.16,APPROVED
TRX-023191,2026-08-17,1705.10,APPROVED
TRX-042693,2026-08-20,792.38,APPROVED
TRX-045586,2026-08-14,697.47,CANCELLED
TRX-042160,2026-09-06,660.74,APPROVED
TRX-045388,2026-08-12,774.96,CANCELLED
TRX-008201,2026-08-08,1523.38,APPROVED
TRX-011072,2026-08-20,126.56,APPROVED
TRX-003075,2026-08-10,212.43,APPROVED
TRX-031799,2026-08-29,948.72,APPROVED
TRX-035610,2026-09-02,601.32,APPROVED
TRX-043163,2026-08-29,548.40,DECLINED
TRX-029136,2026-09-03,926.61,APPROVED
TRX-031941,2026-08-29,1519.56,APPROVED
TRX-009146,2026-08-11,1328.87,APPROVED
TRX-023914,2026-08-10,49.37,APPROVED
TRX-008167,2026-08-15,1573.18,APPROVED
TRX-034914,2026-09-03,368.76,APPROVED
TRX-032239,2026-09-05,516.89,APPROVED
TRX-045952,2026-08-14,589.36,CANCELLED
TRX-001322,2026-08-22,1580.69,APPROVED
TRX-043894,2026-09-01,60.14,CHARGEBACK
TRX-012678,2026-08-28,1173.00,APPROVED
TRX-008097,2026-08-11,1232.02,APPROVED
TRX-014975,2026-08-26,69.38,APPROVED
TRX-009001,2026-08-16,1305.74,APPROVED
TRX-035270,2026-08-20,19.99,APPROVED
TRX-006146,2026-08-18,1044.49,APPROVED
TRX-032218,2026-08-29,272.83,APPROVED
TRX-007332,2026-08-25,423.75,APPROVED
TRX-032327,2026-08-24,876.36,APPROVED
TRX-040356,2026-09-04,1012.09,APPROVED
TRX-004572,2026-08-17,715.84,APPROVED
TRX-022789,2026-08-12,808.75,APPROVED
TRX-044581,2026-08-31,524.21,DECLINED
TRX-023911,2026-09-04,1536.24,APPROVED
TRX-024419,2026-09-02,1472.38,APPROVED
TRX-028311,2026-08-22,480.00,APPROVED
TRX-023572,2026-08-12,686.01,APPROVED
TRX-004079,2026-08-13,1886.35,APPROVED
TRX-020025,2026-08-12,448.30,APPROVED
TRX-016481,2026-08-21,23.75,APPROVED
TRX-019049,2026-08-31,454.43,APPROVED
TRX-042245,2026-08-26,1468.98,APPROVED
TRX-019044,2026-08-14,1575.61,APPROVED
TRX-037664,2026-09-05,1973.80,APPROVED
TRX-024275,2026-08-22,615.78,APPROVED
TRX-040559,2026-08-24,271.80,APPROVED
TRX-000649,2026-08-28,1876.62,APPROVED
TRX-038328,2026-08-11,865.45,APPROVED
TRX-001550,2026-08-13,1258.18,APPROVED
TRX-037308,2026-08-27,1049.51,APPROVED
TRX-017541,2026-08-11,1024.50,APPROVED
TRX-002031,2026-08-17,898.72,APPROVED
TRX-009067,2026-08-09,1481.60,APPROVED
TRX-016583,2026-08-29,275.53,APPROVED
TRX-039697,2026-08-12,528.05,APPROVED
TRX-031110,2026-08-09,489.73,APPROVED
TRX-031543,2026-08-29,362.48,APPROVED
TRX-024808,2026-08-30,24.39,APPROVED
TRX-020775,2026-09-04,642.04,APPROVED
TRX-043665,2026-08-23,1157.48,DECLINED
TRX-024063,2026-08-10,1383.27,APPROVED
TRX-022895,2026-08-26,376.78,APPROVED
TRX-028765,2026-08-17,1173.26,APPROVED
TRX-031686,2026-08-26,807.67,APPROVED
TRX-039549,2026-08-24,1427.72,APPROVED
TRX-005923,2026-09-03,1929.86,APPROVED
TRX-039078,2026-08-20,1417.45,APPROVED
TRX-040720,2026-08-11,858.03,APPROVED
TRX-027348,2026-08-24,1710.35,APPROVED
TRX-035456,2026-08-21,956.55,APPROVED
TRX-001225,2026-08-14,237.27,APPROVED
TRX-017765,2026-08-18,1117.68,APPROVED
TRX-017108,2026-08-25,946.37,APPROVED
TRX-019956,2026-08-11,162.65,APPROVED
TRX-023379,2026-08-14,302.32,APPROVED
TRX-011997,2026-08-21,19.53,APPROVED
TRX-043411,2026-08-17,211.48,CHARGEBACK
TRX-045094,2026-08-08,719.02,CANCELLED
TRX-033011,2026-08-14,1252.51,APPROVED
TRX-035979,2026-08-25,327.44,APPROVED
TRX-015773,2026-09-06,618.76,APPROVED
TRX-030172,2026-08-24,1330.76,APPROVED
TRX-017518,2026-08-19,1133.79,APPROVED
TRX-040929,2026-08-27,343.20,APPROVED
TRX-036586,2026-08-19,1142.17,APPROVED
TRX-038657,2026-09-05,1742.60,APPROVED
TRX-037533,2026-09-07,1715.78,APPROVED
TRX-020149,2026-08-08,307.81,APPROVED
TRX-032306,2026-08-19,419.35,APPROVED
TRX-023204,2026-08-26,459.97,APPROVED
TRX-017136,2026-08-29,1678.54,APPROVED
TRX-022037,2026-08-10,431.14,APPROVED
TRX-033842,2026-08-08,437.61,APPROVED
TRX-039345,2026-08-23,1108.23,APPROVED
TRX-036160,2026-08-28,1121.49,APPROVED
TRX-019916,2026-08-25,45.53,APPROVED
TRX-010181,2026-08-24,1977.83,APPROVED
TRX-038284,2026-08-16,701.32,APPROVED
TRX-000008,2026-08-21,1303.27,APPROVED
TRX-035116,2026-08-31,1511.32,APPROVED
TRX-038422,2026-09-05,488.47,APPROVED
TRX-018406,2026-08-17,1497.54,APPROVED
TRX-004824,2026-08-11,1423.21,APPROVED
TRX-026680,2026-09-01,272.74,APPROVED
TRX-035506,2026-08-11,211.39,APPROVED
TRX-043313,2026-08-17,208.22,REFUNDED
TRX-035951,2026-08-13,305.94,APPROVED
TRX-011674,2026-08-31,1132.21,APPROVED
TRX-006049,2026-08-13,994.04,APPROVED
TRX-033313,2026-08-15,1018.11,APPROVED
TRX-012684,2026-08-10,1066.38,APPROVED
TRX-027394,2026-08-21,729.72,APPROVED
TRX-006095,2026-08-19,1954.93,APPROVED
TRX-014074,2026-08-20,297.25,APPROVED
TRX-005766,2026-08-30,222.60,APPROVED
TRX-040629,2026-08-14,1510.04,APPROVED
TRX-021477,2026-08-19,1767.09,APPROVED
